stein_lam_abs,_timestamp,corrector_loss,_step,energy_w2,stein_var_ratio,_runtime,adjoint_buffer_size,stein_score_loss,dist_w2,adjoint_loss,stein_bias_z,eq_w2,stein_active,stein_tau_mean,corrector_buffer_size
0.0,1790066356.837767,,43,,1.0,121.479727476,10000.0,-12.741416931152344,,6.504169940948486,0.0,,0.0,0.0,
0.0,1790066359.478448,,44,,1.0,124.102657904,10000.0,-13.341137886047363,,6.26456356048584,0.0,,0.0,0.0,
0.0,1790066362.1013026,,45,,1.0,126.894158223,10000.0,-13.770146369934082,,6.2917094230651855,0.0,,0.0,0.0,
0.0,1790066364.8929043,,46,,1.0,129.527719978,10000.0,-14.417989730834961,,6.193695545196533,0.0,,0.0,0.0,
0.0,1790066367.52642,,47,,1.0,132.147656031,10000.0,-15.042057037353516,,5.951231479644775,0.0,,0.0,0.0,
0.0,1790066370.1463127,,48,,1.0,134.758240197,10000.0,-15.67703628540039,,5.939286708831787,0.0,,0.0,0.0,
0.0,1790066372.7567532,,49,,1.0,137.38192461,10000.0,-16.37929916381836,,5.866995811462402,0.0,,0.0,0.0,
0.0,1790066375.380637,,50,,1.0,140.006301927,10000.0,-16.95183753967285,,5.937334060668945,0.0,,0.0,0.0,
0.0,1790066378.004948,,51,,1.0,142.629131164,10000.0,-17.348602294921875,,5.948347568511963,0.0,,0.0,0.0,
0.0,1790066380.6278272,,52,,1.0,145.414541699,10000.0,-17.953845977783203,,5.964603424072266,0.0,,0.0,0.0,
0.0,1790066383.4132416,,53,,1.0,148.029210532,10000.0,-18.476055145263672,,5.863802909851074,0.0,,0.0,0.0,
0.0,1790066386.0279047,,54,,1.0,150.653070067,10000.0,-18.934839248657227,,6.018472194671631,0.0,,0.0,0.0,
0.0,1790066388.651818,,55,,1.0,153.269946896,10000.0,-19.55152130126953,,5.952822685241699,0.0,,0.0,0.0,
0.0,1790066391.268651,,56,,1.0,155.862085463,10000.0,-20.14564323425293,,5.829977512359619,0.0,,0.0,0.0,
0.0,1790066393.8607714,,57,,1.0,158.485466194,10000.0,-20.839387893676758,,5.77247428894043,0.0,,0.0,0.0,
0.0,1790066396.4840508,,58,,1.0,161.106744325,10000.0,-21.15634536743164,,6.010807514190674,0.0,,0.0,0.0,
0.0,1790066399.1054208,,59,,1.0,163.85392369,10000.0,-21.62521743774414,,5.979143142700195,0.0,,0.0,0.0,
0.0,1790066401.8526652,,60,,1.0,166.498398138,10000.0,-21.919763565063477,,5.994077682495117,0.0,,0.0,0.0,
0.0,1790066404.497102,,61,,1.0,169.126120937,10000.0,-22.376710891723633,,6.1615424156188965,0.0,,0.0,0.0,
0.0,1790066407.124757,,62,,1.0,171.743436079,10000.0,-22.830121994018555,,6.3620829582214355,0.0,,0.0,0.0,
0.0,1790066409.7420692,,63,,1.0,174.37296172,10000.0,-23.3021183013916,,6.4674973487854,0.0,,0.0,0.0,
0.0,1790066412.371646,,64,,1.0,177.005940551,10000.0,-23.33277130126953,,6.510615825653076,0.0,,0.0,0.0,
0.0,1790066415.0045025,,65,,1.0,179.627335501,10000.0,-23.7098331451416,,6.137279510498047,0.0,,0.0,0.0,
0.0,1790066417.6259563,,66,,1.0,182.416810611,10000.0,-23.69924545288086,,6.504946708679199,0.0,,0.0,0.0,
0.0,1790066420.4154618,,67,,1.0,185.047863031,10000.0,-23.940937042236328,,6.553800582885742,0.0,,0.0,0.0,
